,AAPL,MSFT,TSLA
2020-02-27,67.35967986849828,165.5449824117128,41.91139952233325
2020-02-28,67.27340235079483,162.28268350408774,41.00662526637106
2020-03-02,66.96332502098693,161.83354280547402,42.302324127685665
2020-03-03,65.2568933573775,159.11331129197183,40.76501923419848
2020-03-04,64.46835544755073,154.96307945439548,42.10569499058261
2020-03-05,63.98719545442216,156.3205696476882,42.41055972584824
2020-03-06,65.26860844165692,158.2057118304958,43.291710534835644
2020-03-09,65.72611411302171,156.93763604545984,41.596472286685724
2020-03-10,63.72402173595015,151.04576485592074,40.36196650437302
2020-03-11,64.14814090818581,149.9031175896012,41.26401885314631
2020-03-12,63.756021163845354,150.87720027920054,39.964786379811194
2020-03-13,63.03430066324793,147.65560800818346,40.66675572840165
2020-03-16,63.7831600468444,148.15114283568454,38.81322825297348
2020-03-17,65.02990219006928,148.20602110813056,40.03072244066476
2020-03-18,66.18211365462852,149.5891764202091,38.386617809295174
2020-03-19,65.24205814434028,149.94767776060837,39.18285983721437
2020-03-20,64.93186580635059,147.86362321688011,40.09840206647196
2020-03-23,65.37247141887967,150.63187656232589,39.17933624316521
2020-03-24,66.58378342766159,150.36429952105766,40.033652023444105
2020-03-25,66.06478949562796,150.39293640801492,40.448755644352545
2020-03-26,65.89707518899885,148.39125874376265,39.74072240550464
2020-03-27,64.64947783757329,147.49631492177895,38.40843132747608
2020-03-30,63.322980807277446,145.63902827408054,35.90171629830774
2020-03-31,64.30733979790092,145.34888564542672,36.38741065742723
2020-04-01,65.94928875600313,149.21863620051187,34.4894940289566
2020-04-02,65.91657401048991,146.26705143664117,34.64633000074763
2020-04-03,67.17179918636016,142.85507422077112,34.369554063052874
2020-04-06,67.66458679863452,146.1302291018031,35.238566192913176
2020-04-07,66.93692762955276,145.7595504201318,34.90986733249178
2020-04-08,67.42770037312046,144.39061886545434,34.551081366330216
2020-04-09,69.3759715607587,146.74858675225892,35.49011911553166
2020-04-10,69.38673477997412,145.50880427434998,35.951879149003
2020-04-13,71.42581035206162,149.639151765184,36.39556084815669
2020-04-14,68.19040608237196,151.25930701946265,37.04269543775273
2020-04-15,69.26211854200719,150.24645181201234,35.14653914528788
2020-04-16,69.42624555046166,155.28103141151314,36.133259523046604
2020-04-17,69.10885303026484,153.9689343805058,36.96051443622734
2020-04-20,69.2784946587466,155.785846899342,35.71126752391849
2020-04-21,66.89727910216482,156.58072262917202,35.450006606065664
2020-04-22,66.68661120462126,159.76401110987607,35.44377663527114
2020-04-23,67.17036998787701,163.64843925995828,35.319679333653426
2020-04-24,69.0364288965125,163.82528524432433,35.777721514676905
2020-04-27,68.4501303724979,162.0814939827015,37.66093058146909
2020-04-28,67.51518742905354,163.301606910789,39.16114547832147
2020-04-29,66.96170874412563,161.7469552851927,37.448153263765015
2020-04-30,68.12867407144118,166.80640998153422,38.318386503555146
2020-05-01,68.58787040380587,167.24870369878576,40.1909767929132
2020-05-04,67.99131790514922,166.4345476670289,40.78771000915746
2020-05-05,68.6773075856471,166.99641241092453,42.426158834682916
2020-05-06,68.85247889722012,163.75402187357477,45.57660748973682
2020-05-07,70.11956375819176,161.48160329626683,47.2959385169411
2020-05-08,69.29445461324883,164.51428960217638,47.76772614514399
2020-05-11,68.94209603231552,162.99899238991256,49.60681992675593
2020-05-12,68.51200720614976,160.555608728375,49.91888544357802
2020-05-13,66.78414810216172,161.95040488538822,50.02065416713926
2020-05-14,67.19480335478308,164.95549462940977,49.468519879045104
2020-05-15,67.565325050462,166.8441273939517,52.31357893211051
2020-05-18,67.62562306317369,169.45725683338665,50.89735560603189
2020-05-19,67.39456537352042,167.64502484289642,53.76613671153395
2020-05-20,65.75184351199343,164.20598349090525,54.780762561334654
2020-05-21,65.30810141010208,168.046653691296,52.22510761550043
2020-05-22,64.95841083211043,167.33561122215957,52.96498809662015
2020-05-25,64.07832997884225,166.8072490588222,49.270728658642994
2020-05-26,63.94370571651848,170.26598989258133,50.421765959633476
2020-05-27,64.46200713143217,171.7955850173489,52.07088940792582
2020-05-28,66.74152745768512,173.07821937230645,51.06368553007823
2020-05-29,67.00516864576886,178.89851014031098,51.346550554828
2020-06-01,67.37039428021602,177.28629099425513,55.047324962930816
2020-06-02,67.33402230488018,179.87883602763975,54.14643493711189
2020-06-03,65.10020896101932,180.1407856953715,52.23905362671589
2020-06-04,65.12122346024508,180.97656940965763,55.08561371772846
2020-06-05,65.24403687103424,185.28489222041063,59.07330555311826
2020-06-08,68.25652344448719,186.8137506778854,59.15188678346096
2020-06-09,68.07503234759776,188.4413044249032,61.35702640564924
2020-06-10,68.50031651384595,191.61232421566925,64.38375511235961
2020-06-11,68.51231800847795,190.68062253634739,62.8074943629085
2020-06-12,67.13982260385669,188.4083628850704,61.82381826955398
2020-06-15,68.59009661016579,185.58993924585133,64.62293036820688
2020-06-16,69.5804025139205,180.30399065713829,68.63103288239873
2020-06-17,70.63470031741704,186.0633803690497,70.08057397845921
2020-06-18,69.54350691386117,183.1195548745851,68.03703127723415
2020-06-19,71.37893894494884,182.62236481903724,73.02481197471221
2020-06-22,69.65604823095406,181.97480455887418,71.7663204893424
2020-06-23,70.45209403663004,182.9255686599998,71.01459857932309
2020-06-24,73.34403382942912,185.2887463996909,71.9568974988024
2020-06-25,72.10558542496506,187.80843902210455,76.07068004007938
2020-06-26,71.43144295367088,186.28473572471077,78.47279999068347
2020-06-29,71.616956924513,185.9298616508769,79.71616276844209
2020-06-30,71.02765531694746,186.83170043813374,81.11658646389257
2020-07-01,69.12782803805196,186.2477631144412,81.33776902086532
2020-07-02,69.26858638416368,190.90731160473575,83.04190461651599
2020-07-03,68.01103950409626,192.4338878461455,76.0971453675876
2020-07-06,68.64818554855691,194.68362824683317,75.40167514174848
2020-07-07,67.57547120351434,196.7470789731746,76.13253927514647
2020-07-08,69.54290390456333,200.36108198143083,73.21426406770502
2020-07-09,68.6242056964192,201.0264461002487,74.30004686074861
2020-07-10,68.28213856264578,197.27209976629055,73.85879463391792
2020-07-13,69.34482537037718,198.57747219073033,78.63341522063565
2020-07-14,67.87962868184091,196.76477085134837,83.18378437634493
2020-07-15,68.21266483209732,195.3279046182658,81.93688326416562
2020-07-16,69.89253293270767,197.17174850523736,81.60331732897382
2020-07-17,67.95353211358781,200.98884616820217,81.49011706508568
2020-07-20,68.2343108352986,201.17365463415535,80.30835543049172
2020-07-21,68.60911653953362,202.22905359118144,80.95549365906098
2020-07-22,69.63715295608466,207.58361198388832,78.9298647561499
2020-07-23,68.15831213662307,208.45965170731873,75.95857558000452
2020-07-24,66.61067832639361,216.8857575991191,77.72547182498135
2020-07-27,67.29324419006927,218.86462695233047,79.55245073704802
2020-07-28,67.70808334166668,213.28769935505832,77.43706254418441
2020-07-29,68.06849267943024,215.8410117281354,79.99810527278032
2020-07-30,68.54911607355533,217.20887661554852,78.3430867778226
2020-07-31,67.76935260747769,221.58488563563242,79.1352578482427
2020-08-03,68.1077243200597,223.9680633143209,81.53811287345312
2020-08-04,68.52275893972286,223.6375424967187,81.5400339532145
2020-08-05,67.70145095780444,219.69981863904977,82.94767984455146
2020-08-06,70.06977652436639,219.14350847264637,81.55967885594089
2020-08-07,70.72651554310987,216.49533464448842,81.09803064325608
2020-08-10,69.28144231585823,214.7471192796553,80.61248978979029
2020-08-11,70.1611716520261,216.78147587703825,78.62764503108862
2020-08-12,68.99615494265063,222.4135284991016,78.23649759547939
2020-08-13,70.03662366488248,223.8684187706335,74.19780884751755
2020-08-14,71.56978737405475,220.02038851478375,73.02079314776185
2020-08-17,70.57674781118689,221.62555245738727,72.38315423183712
2020-08-18,71.86874789039585,225.77495514113454,71.82318283323477
2020-08-19,72.46267242329468,223.85353712582958,71.30417592082227
2020-08-20,73.60173869476894,223.53806849446144,71.23563230998121
2020-08-21,76.21901122478704,223.7215171290222,72.52806570743033
2020-08-24,75.94382609195158,221.23568397753783,74.87212794866512
2020-08-25,74.98039547252178,223.531598218884,73.27649689278539
2020-08-26,73.8484799578933,223.2603458970425,70.33910372133683
2020-08-27,72.83020993822906,224.80459260433656,67.90137810428772
2020-08-28,72.78741068047431,221.9648786058357,66.83348505353057
2020-08-31,73.29436613584835,220.6454887814059,66.09459556914695
2020-09-01,73.7192662808939,223.18321157960776,64.41439414882919
2020-09-02,74.884990639986,222.07174680359066,61.63149587317541
2020-09-03,74.96246431873439,228.0363329330043,60.728238712416115
2020-09-04,77.01122002857436,226.80949327335384,61.18846793063825
2020-09-07,76.70656538094032,227.71177837413174,62.55115929042898
2020-09-08,80.62028944296394,231.0581849738462,61.416281051104534
2020-09-09,81.59862082356626,226.32999198172328,60.60758437379541
2020-09-10,80.41361672851839,220.56268575760907,58.743799035251826
2020-09-11,78.94153057775777,215.70184327673178,58.74965191492609
2020-09-14,79.693813675277,219.95783314683464,57.09920684629614
2020-09-15,79.43742720060813,218.27549168292256,58.32610127468131
2020-09-16,80.52934413408788,226.95028338392038,54.85779942816962
2020-09-17,81.28324596689924,225.17260998595395,54.236674649464454
2020-09-18,81.24172730336477,225.932330785152,54.87709731560574
2020-09-21,80.07684301146362,231.3582054516115,55.29764372175402
2020-09-22,77.98523089427111,238.56899978053772,60.836289448631966
2020-09-23,77.42286822916233,246.20908879887733,61.659633447916534
2020-09-24,78.68852755591004,250.86291206374108,59.60190679834486
2020-09-25,79.05557275907533,254.89904396278772,59.47442083427146
2020-09-28,77.364479942478,257.3290111011819,55.95667309243373
2020-09-29,77.6681308181091,260.5072992929217,55.86604129287042
2020-09-30,78.27127905758806,258.51742385575017,54.32582667731169
2020-10-01,77.09753398587073,255.51729856899567,56.161889434318795
2020-10-02,77.37303596430968,255.65771403192247,55.15814888292733
2020-10-05,77.51613469298468,255.15896062064604,54.999147563198285
2020-10-06,75.99842671220064,253.58226957249911,53.853810464410756
2020-10-07,76.55066516875752,256.39881847288365,57.3018528487452
2020-10-08,77.38917654346386,260.25546206181707,56.72922229231602
2020-10-09,78.97582991841637,260.7572240322434,60.55965781913703
2020-10-12,80.55259234760678,266.76089945500877,62.384963108387524
2020-10-13,78.64249825391751,262.3888103880822,63.52265449444487
2020-10-14,77.38797392284434,261.7847289857985,64.42503282991517
2020-10-15,78.17125740796513,259.1404482928095,65.39757456146688
2020-10-16,78.96069324426523,252.1368856023745,61.20424998351598
2020-10-19,79.75991286032433,251.97551663486647,60.68252179224259
2020-10-20,85.55592023258869,251.66673043244998,62.57940569543612
2020-10-21,86.50880746453453,257.59986240899616,62.54741068024642
2020-10-22,88.36592315708951,260.20496187745357,59.617144697777086
2020-10-23,89.96839503866072,256.3918230114266,59.57935012655278
2020-10-26,91.10233953975622,263.780738348725,63.316928909134525
2020-10-27,90.65931035446312,268.81777318277483,66.22075561702724
2020-10-28,91.97990088212387,271.3379772844155,66.1565433439591
2020-10-29,90.78183682649026,270.58003458792774,68.4788218320654
2020-10-30,90.46802702353344,266.87392141894236,67.68717893568314
2020-11-02,89.75286526928856,265.54736945978414,63.84519185463492
2020-11-03,89.957171637529,270.0816903550125,61.88667972415682
2020-11-04,93.85936458943632,277.9922580874912,65.44473677734406
2020-11-05,90.82974018961285,284.673217633805,64.89796811779848
2020-11-06,92.03228602443666,282.76302413189626,64.42474999999558
2020-11-09,89.4706434073022,278.2207643168064,63.82873872604857
2020-11-10,88.78482904087745,278.9766840171843,68.30946384178654
2020-11-11,90.61474081926438,271.836727090913,72.39642225858505
2020-11-12,90.7922511635804,273.3216027026376,78.33654228860541
2020-11-13,89.11917655066884,272.88080685899604,77.99522506180828
2020-11-16,88.04949236203034,271.142509345588,78.90104439940804
2020-11-17,89.20453053692768,264.8924783025824,74.91184150340777
2020-11-18,88.10992914367064,267.101304220108,78.98079174620497
2020-11-19,88.52468895135944,265.1345652236885,75.9087830302717
2020-11-20,88.66824116258795,260.67873215981916,76.57874370301174
2020-11-23,87.70447911068302,249.8360254994611,73.78193750680533
2020-11-24,91.22819133047471,249.88281827841845,72.36361468626562
2020-11-25,92.34896573530509,256.7687450339279,70.3582064429055
2020-11-26,89.11448938550117,263.4055193277862,68.95980469993499
2020-11-27,89.48563577690086,261.7626820051874,67.75203523405779
2020-11-30,88.49676183607392,259.56447193292723,66.5441137131974
2020-12-01,89.9370302846747,261.5529457307036,68.59583226650398
2020-12-02,88.73411164904341,257.81981533430474,66.07309181499416
2020-12-03,88.62191128268913,259.1450203816117,66.66503022421874
2020-12-04,89.50270996235152,262.29741545455914,69.65183885718439
2020-12-07,90.98116410424181,267.3297811891659,68.49407385874287
2020-12-08,89.10782576701271,267.0886753402265,66.87465640531306
2020-12-09,88.64380421395869,266.4337485497814,66.41691084499982
2020-12-10,87.95955653906441,263.1057060537426,69.29980468196416
2020-12-11,87.00078989507173,260.0184708637947,69.8559912306726
2020-12-14,89.88179104536962,259.29216779398655,68.65152557839039
2020-12-15,90.61185414924205,260.8814186741658,69.90792627571771
2020-12-16,88.64938843157216,264.6398219126619,67.34298985033746
2020-12-17,90.19830622134305,261.6275832631693,69.05107132454481
2020-12-18,93.78542502448248,267.71216259431105,70.1297887796608
2020-12-21,95.62113137264299,266.78565057732374,69.4616189160353
2020-12-22,93.11592066271491,266.8602250757624,67.53350541674497
2020-12-23,92.3817051097291,264.0442874447107,65.54847983309993
2020-12-24,94.58825964098352,254.76797797050875,66.86720420335617
2020-12-25,93.46577370980789,258.32382190900057,69.89002556989261
2020-12-28,94.29084134673171,261.3515876768291,68.43040012764277
2020-12-29,95.69130862492756,260.40722785537235,69.62061436043747
2020-12-30,94.18328525013509,260.82548072559314,64.79411369391231
2020-12-31,94.15772206352507,263.009621646078,63.55801689116858
2021-01-01,88.89256078853876,257.0710299560423,63.565195370488496
2021-01-04,87.3383346820999,255.1921109278553,61.64715977268521
2021-01-05,87.01175757646824,258.4056424805384,59.73089765878716
2021-01-06,85.14733907822789,253.74155944897578,58.42110144960149
2021-01-07,87.75655498816892,255.01430344588894,59.092493112710834
2021-01-08,85.59475564766782,250.02749916189612,58.77680948584545
2021-01-11,84.98741738024721,251.93405284333068,54.4133369014731
2021-01-12,85.25583376669577,251.950524267195,50.5814436173088
2021-01-13,87.56658402855432,246.06746805698432,49.57786683019517
2021-01-14,85.40066994774824,250.55459704217796,50.438941794636634
2021-01-15,87.27734250403101,247.9576524635172,45.869520811658745
2021-01-18,87.36328272075366,245.10928904927627,45.128334367700674
2021-01-19,85.9020705167398,245.99537299504405,44.3579359003877
2021-01-20,86.68889541689558,250.42069586627622,46.62250912700344
2021-01-21,87.06969322854887,246.78190225632534,46.053680779739096
2021-01-22,86.20299878655281,247.15858063931535,46.731212534509254
2021-01-25,86.38045226690232,248.9027866074387,47.01921293102504
2021-01-26,85.85207512384108,251.65497161838672,43.69293756050412
2021-01-27,86.09652673912709,252.47332824917802,44.9375491730662
2021-01-28,87.1985256347701,251.23787383204441,45.33197382329518
2021-01-29,89.79557748551383,248.2872498814362,46.20102619319137
2021-02-01,87.88727668696194,248.75749339587247,53.07045283233781
2021-02-02,91.40038103910383,244.9358683909834,49.39634218713911
2021-02-03,88.31518531779288,234.57518559139714,52.532958805814324
2021-02-04,88.1447134877564,236.2580298122782,52.06953809144743
2021-02-05,89.15439526351356,239.62700702836145,52.65897070749597
2021-02-08,89.6781812936395,231.4212378815322,52.63828355717221
2021-02-09,88.74959875248427,228.079358030457,51.92474234140301
2021-02-10,88.48850943928424,230.34563547673508,50.9605220301699
2021-02-11,87.77692825024482,237.7080823003185,51.6135410173032
2021-02-12,86.9201711372191,237.92494850105498,49.00307158200962
2021-02-15,88.33027923635571,235.4821789605768,50.36785894770817
2021-02-16,88.9708902852793,234.97797603988374,49.69908130810677
2021-02-17,87.93842626777516,240.01824398577367,47.829089498935105
2021-02-18,89.44551472032985,237.84649209397946,47.13819333666465
2021-02-19,90.01362584998722,235.15328880328866,49.3177370324801
2021-02-22,91.41344564397737,233.59677412000013,48.46040466427229
2021-02-23,92.52935027852044,230.41833676695865,49.131134733857834
2021-02-24,91.23184231207921,230.98125662008388,47.94763475635965
2021-02-25,90.38883250925244,236.8215121079132,49.295694154469146
2021-02-26,91.68621221835853,238.11480540827105,50.55336486959186
2021-03-01,92.77328073753986,237.35754440868587,53.99712571196343
2021-03-02,92.81260372351346,236.46269590295577,53.730783107465
2021-03-03,93.08325795210625,231.1212811425454,55.06911307125846
2021-03-04,95.3250192400432,234.3437948745372,55.32480501358906
2021-03-05,94.39083887068756,234.21082892601646,57.96137694089574
2021-03-08,95.40125900093024,233.7178197874078,56.58917657586731
2021-03-09,95.13075442952773,245.33168292996348,58.15389893319192
2021-03-10,94.8345738697207,246.58145779403978,57.828314208635106
2021-03-11,96.80629560174083,243.9627453696106,57.76782355294883
2021-03-12,98.33396817399064,242.55298146481164,58.02321979310902
2021-03-15,99.86434320887247,246.91566780036203,58.608028104313526
2021-03-16,102.32063012571987,247.48399384335457,58.44018012257906
2021-03-17,102.44124193399306,242.34728002702113,58.951709780234985
2021-03-18,103.78947184411687,245.85948484569428,62.37426450399531
2021-03-19,103.29404601359593,243.5538362802037,64.64065204421085
2021-03-22,103.98168012632163,250.64497065093389,66.71727482164412
2021-03-23,103.82140423889275,254.89155986166804,65.74081916297963
2021-03-24,104.08606275124382,253.3389640383329,63.8027695841329
2021-03-25,105.29131212937618,258.4090039368934,66.0513268513633
2021-03-26,103.83498304884657,258.82740482260965,68.1897156866461
2021-03-29,107.9065860115364,262.3168315887841,71.88281551070747
2021-03-30,106.05497541308442,264.3896722948462,70.46371587120387
2021-03-31,103.84529053910337,261.21104875217287,69.98379434569783
2021-04-01,106.11763005515691,258.85691284851885,66.16037774132931
2021-04-02,107.7267711559361,263.04493188547315,65.33613625466319
2021-04-05,109.03100393238752,261.8844121134081,67.7365041629254
2021-04-06,110.35942076030466,260.45979313932816,66.71954250560037
2021-04-07,110.42339899303701,256.9089303897916,68.31399797236381
2021-04-08,108.74127970133385,258.70169770571925,67.94150301833763
2021-04-09,108.97690315844862,266.99061965604443,68.79899114257293
2021-04-12,107.74281572334276,262.9070458036548,66.16951659940317
2021-04-13,109.73838408054593,263.1604240372096,66.4468389251443
2021-04-14,109.53588075109657,268.95582099006316,59.914135024414655
2021-04-15,108.0066958843741,268.7959417846147,59.59496488950668
2021-04-16,107.46962816830037,270.7885039481114,56.356891167955474
2021-04-19,108.35805256530227,266.6673989421456,58.85720954454426
2021-04-20,107.34994405817989,268.547227272017,60.553277095828385
2021-04-21,105.85751969310127,267.95515314907607,61.6243494088765
2021-04-22,106.40796210217556,272.1097771798332,65.07186620125317
2021-04-23,106.96372990798973,277.1659344642375,63.02176952813751
2021-04-26,106.07695560930546,288.3167847975864,67.07677954915174
2021-04-27,105.2655428840347,291.0090366441476,69.3845785305909
2021-04-28,105.7907446998004,292.6101758136105,68.8951095394755
2021-04-29,103.15136970963151,293.6407348288835,71.77468961233893
2021-04-30,100.65141094355165,292.26459386149855,69.13157885407958
2021-05-03,99.43768577164333,293.9285742166421,67.24573745848969
2021-05-04,99.1356511208303,292.80468183394896,65.90754935214184
2021-05-05,99.77178837791313,293.72169003743255,64.77623374311513
2021-05-06,102.5388625629987,299.7643450593143,62.49954366551918
2021-05-07,104.21746721516699,295.4496730069491,65.31143675728632
2021-05-10,104.00103524334874,300.7251394056568,64.80010726619665
2021-05-11,104.0486482716012,306.909653332144,65.6833147856098
2021-05-12,102.2696582378705,306.55046391528094,64.46243395113328
2021-05-13,102.31740512921286,297.125486805546,60.55557383856366
2021-05-14,101.8686197216504,294.60551797755966,61.204059975808725
2021-05-17,102.5440923332082,300.5734507191305,57.31054296258828
2021-05-18,101.10936150242439,300.6507017291365,57.241686106363225
2021-05-19,102.14066740941635,296.35545579581844,54.63044809198192
2021-05-20,105.08192204382686,294.2965622960729,58.63583594991659
2021-05-21,104.96034091327574,298.2098026770924,60.609020790694295
2021-05-24,105.80665130432587,300.8459314747946,60.90681800921648
2021-05-25,107.21497982732149,299.9495508414036,63.737612812951866
2021-05-26,106.52865474259181,298.48268679860576,61.9516224332169
2021-05-27,107.04482502968355,296.91192863371316,63.217146857046245
2021-05-28,107.1547804477317,293.0078514667045,63.737235756519105
2021-05-31,107.42925149027862,300.37450340788644,64.40618336017211
2021-06-01,106.02960304446493,299.10516494547755,67.42002063783812
2021-06-02,106.16128690473865,304.79902091584756,69.2538846492175
2021-06-03,107.20291940331974,312.0215800884817,70.04126495433957
2021-06-04,110.12808158176334,316.91925198823407,66.17902087077628
2021-06-07,112.13583414592071,315.06302908692317,64.06908069543768
2021-06-08,116.66052546411478,317.1670677039427,63.87110539861545
2021-06-09,115.15234253780075,317.24226611474757,64.15712210187833
2021-06-10,117.06832525401339,313.158734353199,61.74283751792914
2021-06-11,117.54930904278491,314.87495435904617,67.2614094145159
2021-06-14,122.37307247803561,309.5408259687593,71.01282203275503
2021-06-15,120.70203411885997,315.2938886408967,72.6123192417362
2021-06-16,118.98649359703244,313.29208183895827,72.88303414167073
2021-06-17,117.8038460737459,314.42743527138106,72.43057885940142
2021-06-18,113.47593600095779,315.9558969190365,70.14127511095332
2021-06-21,112.4970733275191,314.92013359313427,70.41619238648867
2021-06-22,111.05913625843739,317.8944691077134,71.13963111098664
2021-06-23,111.44931423424586,315.82741669765875,68.19579874481997
2021-06-24,112.22676526646843,320.17424850264797,69.08095899558946
2021-06-25,116.17440918041481,313.96316777864405,68.78908395213666
2021-06-28,118.27355669048958,314.7477022480236,64.42307035843892
2021-06-29,117.14540636791082,324.23070265475417,62.58704632397572
2021-06-30,115.3584789910323,319.5936476545125,61.761619959813416
2021-07-01,116.47760626717528,316.5509357934663,66.05919297210869
2021-07-02,113.83327022155899,319.1919930901665,67.43947727214244
2021-07-05,117.74262446623942,320.24505759084104,64.43704545700986
2021-07-06,120.36526756432424,322.12702623792256,65.62127634343041
2021-07-07,119.44856426366073,324.6941837070525,62.236667659124485
2021-07-08,115.91410383329648,327.99704137847533,64.71794532739086
2021-07-09,118.86865396644528,333.7025695092034,63.73597515889913
2021-07-12,118.71876991499347,335.9617672824947,63.60371596247356
2021-07-13,121.49074800239609,334.9490734845651,66.70465752109352
2021-07-14,118.14803993865998,338.54841369595766,63.84281542805222
2021-07-15,116.97376319816487,348.5442989637821,60.86905497020818
2021-07-16,117.07842976313671,348.0603308171193,59.70996596684785
2021-07-19,117.27125858252082,343.21528028428594,61.9942848135956
2021-07-20,116.41815830066702,349.171812201493,58.8543111571189
2021-07-21,117.82492320756009,348.7510633543126,53.36417505972679
2021-07-22,115.6747823620491,337.77106347125937,52.591214535331254
2021-07-23,115.47104692927198,342.2973022096214,53.68104768728865
2021-07-26,115.81396387063286,339.7634843749956,56.05140247094137
2021-07-27,116.98492062964043,339.50604149698574,55.216317877194506
2021-07-28,118.58785885471646,341.4056798224033,54.49225557692564
2021-07-29,116.30436058883569,342.5881313027219,56.80617972390474
2021-07-30,113.22720888518327,346.4611598392364,53.27164273079579
2021-08-02,115.9541298827997,344.4119341554387,52.61524628884414
2021-08-03,116.74316291441488,347.281264085452,53.030688129312004
2021-08-04,115.27304003301498,346.1394784658945,53.93574456213652
2021-08-05,118.63176822911565,350.2068458265648,53.04550808674104
2021-08-06,118.97417519496372,353.6665359193079,53.17325921716642
2021-08-09,121.62393739121273,348.9479950301519,48.79677215541825
2021-08-10,121.86929724294619,354.89168543432186,47.742666399906774
2021-08-11,126.57595958926716,352.2612823999227,48.56476543009696
2021-08-12,130.7436759372231,356.770974094369,46.97981238073304
2021-08-13,130.2632469522193,358.9572700469384,47.13342611941486
2021-08-16,132.6674547104094,369.2138854996949,47.93389963493058
2021-08-17,134.32502513282037,368.1992095059098,47.41951007049737
2021-08-18,137.7854536593966,366.4948135534461,47.76054980569782
2021-08-19,135.5213468804562,366.6079701341456,46.23348601570324
2021-08-20,137.31507402928645,365.1635659553393,45.955472855407265
2021-08-23,140.0682405717334,369.7934134344488,47.003896955701364
2021-08-24,135.81211534363192,361.15233448650116,47.319599047399336
2021-08-25,133.0564896853927,355.7024661727173,46.41376020559258
2021-08-26,128.36369387950998,350.26064187175245,46.835597567466024
2021-08-27,127.84495879072813,355.502464703237,48.07945179586174
2021-08-30,129.61053003775643,364.9613227389898,44.80442664121665
2021-08-31,133.26990834425158,364.6086711466477,46.715430878907135
2021-09-01,133.5545707385805,363.9048086518983,46.22429935642788
2021-09-02,137.63775136411863,364.5060324305879,46.97416489897364
2021-09-03,134.36814954693688,371.13700335827934,49.04319350433165
2021-09-06,130.41511215777078,366.22979029108,46.80045057288149
2021-09-07,130.3890501830676,367.7621925766641,45.70749987190206
2021-09-08,131.39865276381613,373.4053197916413,45.30254405480626
2021-09-09,131.42644579962487,376.4483640109237,44.129646720530644
2021-09-10,126.72677485106881,377.7469831302474,46.94865688877547
2021-09-13,126.62490712217493,383.692060883131,45.616412485593855
2021-09-14,123.78532039671694,368.6662715599437,44.791726114092
2021-09-15,125.38674037242114,372.6575686582829,45.16746620801206
2021-09-16,126.3178882546542,369.24073003237856,43.35845914190209
2021-09-17,124.29823715389728,359.45511765507524,42.813479525705105
2021-09-20,123.25239092432373,362.4394267754111,43.34380815963169
2021-09-21,121.02151846280901,370.20697456694086,42.89321887180654
2021-09-22,120.98180284423866,369.66622807864314,42.8045842339578
